Регион;Код;2017;2018;2019;2020;2021;2022;2023
Оренбургская область;530;30251.0;29745.0;29653.0;24810.0;26166.0;24095.0;22248.0
Пензенская область;560;18298.0;18422.0;17154.0;12702.0;12510.0;12139.0;11780.0
Самарская область;360;34537.0;37163.0;33742.0;28934.0;31151.0;28432.0;27674.0
Саратовская область;630;34461.0;34612.0;32627.0;26767.0;26372.0;25933.0;24336.0
Саратов;634;8449.0;;;;;;
Балаково;634;2009.0;;;;;;
Ульяновская область;730;16124.0;17105.0;14731.0;12280.0;12854.0;11665.0;10601.0
Уральский федеральный округ;34;207194.0;210866.0;192176.0;170167.0;174409.0;160923.0;152671.0
Курганская область;370;17288.0;18861.0;16794.0;15618.0;15882.0;14324.0;13387.0
Свердловская область;650;62284.0;63012.0;54907.0;49067.0;48712.0;44093.0;40939.0
Тюменская область;710;78545.0;79239.0;73155.0;63493.0;65910.0;61852.0;58969.0
Ханты-Мансийский автономный округ - Югра (Тюменская область);711;38641.0;37413.0;34131.0;29695.0;;;
Ямало-Ненецкий автономный округ (Тюменская область);711;17265.0;17345.0;15598.0;12945.0;13385.0;12550.0;11630.0
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа);710;22639.0;24481.0;23426.0;20853.0;21117.0;20335.0;19529.0
Челябинская область;750;49077.0;49754.0;47320.0;41989.0;43905.0;40654.0;39376.0
Сибирский федеральный округ;35;330263.0;;;;;;
Сибирский федеральный округ (с 03.11.2018);41;;299599.0;267624.0;236060.0;250146.0;237378.0;225000.0
Республика Алтай;840;7346.0;7264.0;7008.0;6256.0;6523.0;6450.0;6022.0
Республика Тыва;930;7652.0;7719.0;6494.0;5726.0;6943.0;7843.0;6829.0
Республика Хакасия;950;12786.0;12849.0;11080.0;10811.0;11728.0;10948.0;10656.0
Алтайский край;100;37005.0;39719.0;38001.0;31367.0;34471.0;31105.0;29835.0
Чита;764;4756.0;5130.0;;;;;
Красноярский край;400;60516.0;62848.0;57065.0;53751.0;58844.0;57196.0;55987.0
Иркутская область;250;37232.0;38378.0;31999.0;27652.0;27100.0;27205.0;25846.0
Кемеровская область - Кузбасс;320;40957.0;42534.0;36747.0;31469.0;32567.0;30148.0;28132.0
Новосибирская область;500;32304.0;35444.0;32402.0;30355.0;32364.0;30860.0;29303.0
Омская область;520;30061.0;31382.0;28234.0;23258.0;24810.0;22622.0;20965.0
Томская область;690;21196.0;21462.0;18594.0;15415.0;14796.0;13001.0;11425.0
Томск;694;10780.0;10824.0;;;;;
Дальневосточный федеральный округ;36;128674.0;;;;;;
Дальневосточный федеральный округ (с 03.11.2018);42;;174419.0;162618.0;143609.0;152757.0;147060.0;136730.0
Республика Бурятия;810;24017.0;24988.0;23982.0;21819.0;23510.0;22106.0;21410.0
Забайкальский край;760;19191.0;19592.0;18409.0;15515.0;16136.0;15573.0;14089.0
Республика Саха (Якутия);980;23749.0;23426.0;21452.0;18902.0;23301.0;21854.0;21317.0
Камчатский край;300;5824.0;6263.0;5783.0;5344.0;5484.0;5071.0;4773.0
Приморский край;500;37156.0;38568.0;36649.0;32044.0;33355.0;31753.0;29246.0
Хабаровский край;800;25649.0;25373.0;23688.0;20482.0;22444.0;21470.0;20349.0
Амурская область;100;15675.0;15822.0;14198.0;13383.0;12650.0;13679.0;10908.0
Магаданская область;440;4351.0;4497.0;4081.0;3389.0;3423.0;3348.0;2986.0
Сахалинская область;640;10669.0;10676.0;9203.0;8176.0;7691.0;7347.0;7234.0
Еврейская автономная область;990;3313.0;2799.0;2679.0;2227.0;2612.0;2581.0;2258.0
Чукотский автономный округ;770;2288.0;2415.0;2494.0;2328.0;2151.0;2278.0;2160.0
Энгельс;634;2195.0;;;;;;
Северск;695;1327.0;1388.0;;;;;
Российская Федерация;643;1347992.0;1393343.0;1306441.0;1138758.0;1150486.0;1113850.0;1094024.0
Центральный федеральный округ;30;347087.0;375381.0;358490.0;314981.0;302551.0;304970.0;323816.0
Белгородская область;140;12689.0;13390.0;12533.0;9976.0;9547.0;9612.0;10779.0
Брянская область;150;11694.0;11947.0;10807.0;8945.0;8529.0;8441.0;7845.0
Владимирская область;170;12208.0;12613.0;11328.0;9045.0;9330.0;9259.0;8686.0
Воронежская область;200;17687.0;18285.0;18390.0;15061.0;13782.0;13526.0;12313.0
Ивановская область;240;10978.0;11204.0;10636.0;8745.0;8755.0;8020.0;7453.0
Калужская область;290;9577.0;9975.0;8130.0;7031.0;9532.0;9676.0;9149.0
Костромская область;340;6549.0;6942.0;6198.0;5444.0;4918.0;4379.0;4068.0
Курская область;380;9352.0;10186.0;9427.0;7375.0;7837.0;7912.0;6909.0
Липецкая область;420;7660.0;8193.0;7690.0;6116.0;6365.0;6101.0;5323.0
Московская область;460;89589.0;96022.0;93333.0;91447.0;84740.0;82906.0;86397.0
Орловская область;540;5948.0;6283.0;5391.0;3978.0;3661.0;3588.0;3246.0
Рязанская область;610;9877.0;10136.0;10039.0;8752.0;8269.0;8317.0;7906.0
Смоленская область;660;9654.0;9804.0;8858.0;7344.0;7839.0;7785.0;7153.0
Тамбовская область;680;7760.0;8187.0;7449.0;5843.0;5591.0;5152.0;4610.0
Тверская область;280;12254.0;11994.0;11931.0;9762.0;10163.0;9822.0;9438.0
Тульская область;700;11717.0;12232.0;11363.0;9262.0;9309.0;9457.0;8209.0
Ярославская область;780;10923.0;11383.0;10820.0;9611.0;8998.0;8873.0;8890.0
Город Москва столица Российской Федерации город федерального значения;450;90971.0;106605.0;104167.0;91244.0;85386.0;92144.0;115442.0
Северо-Западный федеральный округ;31;195114.0;198774.0;187554.0;165122.0;168780.0;158772.0;150646.0
Республика Карелия;860;7532.0;7525.0;6752.0;5526.0;5942.0;5148.0;4731.0
Республика Коми;870;14709.0;14338.0;12655.0;10344.0;10549.0;9765.0;9090.0
Архангельская область;110;15583.0;15711.0;14238.0;11571.0;12110.0;11781.0;11788.0
Ненецкий автономный округ (Архангельская область);111;819.0;886.0;746.0;628.0;666.0;634.0;614.0
Архангельская область (кроме Ненецкого автономного округа);110;14764.0;14825.0;13492.0;10943.0;11444.0;11147.0;11174.0
Вологодская область;190;9404.0;8737.0;7916.0;6433.0;6621.0;5624.0;5127.0
Вологда;194;3206.0;2690.0;;;;;
Череповец;194;3004.0;2973.0;;;;;
Калининградская область;270;10753.0;11362.0;11672.0;10241.0;11031.0;11093.0;10182.0
Ленинградская область;410;18462.0;18843.0;18909.0;19281.0;19956.0;18877.0;18946.0
Мурманская область;470;17878.0;17795.0;16474.0;13381.0;13161.0;12369.0;11527.0
Новгородская область;490;6808.0;6585.0;6351.0;5994.0;5891.0;5622.0;4984.0
Псковская область;580;8678.0;8239.0;8384.0;6911.0;6632.0;6424.0;6139.0
Город Санкт-Петербург город федерального значения;400;85307.0;89639.0;84203.0;75440.0;76887.0;72069.0;68132.0
Южный федеральный округ (с 29.07.2016);40;116271.0;118779.0;113341.0;103526.0;105627.0;105691.0;103739.0
Республика Адыгея (Адыгея);790;3241.0;3056.0;2841.0;2765.0;2684.0;2875.0;2786.0
Республика Калмыкия;850;3385.0;3337.0;3044.0;2435.0;2607.0;2765.0;2399.0
Республика Крым;350;7990.0;8630.0;9028.0;10075.0;9991.0;10358.0;9330.0
Краснодарский край;300;39168.0;38828.0;37803.0;33344.0;34130.0;33452.0;33560.0
Краснодар;340;11419.0;11462.0;;;;;
Армавир;340;1546.0;1544.0;;;;;
Новороссийск;342;2971.0;2779.0;;;;;
Сочи;342;5844.0;6483.0;;;;;
Астраханская область;120;7031.0;6858.0;6412.0;5943.0;6514.0;6309.0;5826.0
Волгоградская область;180;19861.0;20964.0;18894.0;16159.0;16218.0;16590.0;16268.0
Ростовская область;600;30286.0;30871.0;28985.0;25816.0;25696.0;25428.0;24897.0
Город федерального значения Севастополь;670;5309.0;6235.0;6334.0;6989.0;7787.0;7914.0;8673.0
Северо-Кавказский федеральный округ;38;48128.0;48146.0;46713.0;38411.0;38755.0;38182.0;35741.0
Республика Дагестан;820;11296.0;10726.0;10764.0;8579.0;8576.0;8707.0;7989.0
Республика Ингушетия;260;1707.0;1742.0;1722.0;1658.0;1760.0;1948.0;1500.0
Кабардино-Балкарская Республика;830;4170.0;4110.0;3737.0;2716.0;2797.0;2869.0;2608.0
Карачаево-Черкесская Республика;910;2187.0;2265.0;2400.0;2219.0;2437.0;2318.0;2298.0
Республика Северная Осетия-Алания;900;5108.0;5020.0;4708.0;3457.0;3284.0;3425.0;2857.0
Чеченская Республика;960;3727.0;4004.0;3631.0;2904.0;3418.0;3701.0;3145.0
Ставропольский край;700;19933.0;20279.0;19751.0;16878.0;16483.0;15214.0;15344.0
Приволжский федеральный округ;33;227261.0;232362.0;214425.0;184804.0;191415.0;181637.0;176217.0
Республика Башкортостан;800;32113.0;32810.0;31440.0;27484.0;28950.0;29093.0;29282.0
Республика Марий Эл;880;5558.0;5325.0;5627.0;4904.0;4904.0;4750.0;4533.0
Республика Мордовия;890;5841.0;5616.0;5381.0;4512.0;4544.0;4607.0;4371.0
Республика Татарстан (Татарстан);920;26770.0;27626.0;26156.0;23938.0;26328.0;22655.0;23331.0
Удмуртская Республика;940;10368.0;10785.0;9132.0;8316.0;9000.0;9041.0;8492.0
Чувашская Республика - Чувашия;970;10585.0;11028.0;9660.0;8574.0;8203.0;7707.0;7572.0
Пермский край;570;23319.0;24224.0;21356.0;18821.0;19644.0;17830.0;16937.0
Кировская область;330;14865.0;15717.0;15028.0;12522.0;13062.0;12699.0;12602.0
Нижегородская область;220;23301.0;23385.0;21824.0;18727.0;18795.0;18299.0;17220.0
Оренбургская область;530;12923.0;12424.0;11728.0;9701.0;10659.0;10047.0;9296.0
Пензенская область;560;9305.0;9336.0;8222.0;6464.0;6218.0;5919.0;5723.0
Самарская область;360;22370.0;23948.0;21256.0;17954.0;18821.0;17863.0;17162.0
Саратовская область;630;20873.0;20596.0;19148.0;15621.0;14880.0;14458.0;13488.0
Саратов;634;8227.0;;;;;;
Балаково;634;1733.0;;;;;;
Ульяновская область;730;9070.0;9542.0;8467.0;7266.0;7407.0;6669.0;6208.0
Уральский федеральный округ;34;139451.0;140426.0;130132.0;111249.0;115047.0;105858.0;99940.0
Курганская область;370;7746.0;8070.0;7275.0;6501.0;6723.0;5879.0;5563.0
Свердловская область;650;40794.0;41052.0;38077.0;32622.0;31709.0;28716.0;26490.0
Тюменская область;710;60085.0;59272.0;54370.0;46253.0;49103.0;46632.0;44145.0
Ханты-Мансийский автономный округ - Югра (Тюменская область);711;33023.0;31306.0;29032.0;24290.0;;;
Ямало-Ненецкий автономный округ (Тюменская область);711;15211.0;14849.0;12929.0;10637.0;10901.0;10764.0;9742.0
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа);710;11851.0;13117.0;12409.0;11326.0;11618.0;11368.0;10774.0
Челябинская область;750;30826.0;32032.0;30410.0;25873.0;27512.0;24631.0;23742.0
Сибирский федеральный округ;35;189792.0;;;;;;
Сибирский федеральный округ (с 03.11.2018);41;;173310.0;157315.0;134791.0;139065.0;132445.0;124457.0
Республика Алтай;840;1674.0;1512.0;1560.0;1297.0;1298.0;1351.0;1250.0
Республика Тыва;930;3164.0;3447.0;3006.0;2709.0;2888.0;3057.0;3032.0
Республика Хакасия;950;6269.0;6281.0;5824.0;5358.0;6010.0;5495.0;5426.0
Алтайский край;100;17560.0;18180.0;17502.0;13701.0;15170.0;13705.0;13060.0
Чита;764;4130.0;4471.0;;;;;
Красноярский край;400;37641.0;38753.0;36150.0;33059.0;34932.0;34142.0;33554.0
Иркутская область;250;23785.0;23620.0;19870.0;15746.0;15615.0;15564.0;14302.0
Кемеровская область - Кузбасс;320;28281.0;29938.0;26806.0;22492.0;23080.0;21624.0;20189.0
Новосибирская область;500;21723.0;22899.0;20060.0;18224.0;18967.0;18094.0;16432.0
Омская область;520;16088.0;16457.0;15086.0;12658.0;12532.0;11169.0;10036.0
Томская область;690;12569.0;12223.0;11451.0;9547.0;8573.0;8244.0;7176.0
Томск;694;9228.0;9000.0;;;;;
Дальневосточный федеральный округ;36;84888.0;;;;;;
Дальневосточный федеральный округ (с 03.11.2018);42;;106165.0;98471.0;85874.0;89246.0;86295.0;79468.0
Республика Бурятия;810;10738.0;11102.0;10477.0;9111.0;9992.0;9124.0;8692.0
Забайкальский край;760;10300.0;10717.0;9991.0;8428.0;8254.0;7824.0;7405.0
Республика Саха (Якутия);980;14278.0;13859.0;12907.0;11831.0;12366.0;12273.0;11368.0
Камчатский край;300;4335.0;4600.0;4205.0;3752.0;3857.0;3667.0;3466.0
Приморский край;500;23938.0;24515.0;22947.0;20139.0;21399.0;21024.0;18674.0
Хабаровский край;800;17498.0;16617.0;16072.0;13483.0;14518.0;14224.0;13572.0
Амурская область;100;9166.0;9048.0;8049.0;6929.0;6757.0;7085.0;6017.0
Магаданская область;440;3734.0;3912.0;3399.0;2903.0;3034.0;2722.0;2602.0
Сахалинская область;640;7796.0;7945.0;6421.0;5684.0;5491.0;4895.0;4618.0
Еврейская автономная область;990;1837.0;1554.0;1626.0;1342.0;1561.0;1418.0;1188.0
Чукотский автономный округ;770;2306.0;2296.0;2377.0;2272.0;2017.0;2039.0;1866.0
Энгельс;634;2134.0;;;;;;
Северск;695;1274.0;1326.0;;;;;
Российская Федерация;643;603943.0;627132.0;586224.0;498655.0;526907.0;492158.0;
Центральный федеральный округ;30;122202.0;128197.0;117277.0;97417.0;96933.0;90208.0;
Белгородская область;140;7177.0;8347.0;7836.0;6275.0;6251.0;5714.0;
Брянская область;150;6615.0;6509.0;5774.0;4846.0;5152.0;4814.0;
Владимирская область;170;5224.0;5271.0;4582.0;3545.0;4058.0;3813.0;
Воронежская область;200;12397.0;12445.0;11558.0;9444.0;9459.0;8906.0;
Ивановская область;240;3702.0;3786.0;3630.0;3018.0;2960.0;2823.0;
Калужская область;290;4869.0;4914.0;4129.0;3751.0;4763.0;4724.0;
Костромская область;340;4636.0;4555.0;4557.0;3780.0;3388.0;2878.0;
Курская область;380;6356.0;7241.0;6334.0;5153.0;4975.0;4897.0;
Липецкая область;420;8210.0;8483.0;8340.0;6480.0;6766.0;5943.0;
Московская область;460;20190.0;22194.0;19885.0;17548.0;16475.0;15948.0;
Орловская область;540;4121.0;4317.0;3674.0;2708.0;2624.0;2468.0;
Рязанская область;610;5934.0;6582.0;5950.0;5077.0;4966.0;4820.0;
Смоленская область;660;4867.0;4806.0;4527.0;3850.0;3801.0;3902.0;
Тамбовская область;680;7141.0;7245.0;6550.0;4888.0;4661.0;4303.0;
Тверская область;280;6265.0;6575.0;6045.0;5075.0;5109.0;4871.0;
Тульская область;700;7532.0;7476.0;6722.0;5284.0;5716.0;5369.0;
Ярославская область;780;5489.0;5416.0;4846.0;3994.0;4007.0;4015.0;
Город Москва столица Российской Федерации город федерального значения;450;1477.0;2035.0;2338.0;2701.0;1802.0;;
Северо-Западный федеральный округ;31;48963.0;50496.0;46838.0;38581.0;39840.0;37195.0;
Республика Карелия;860;3532.0;3408.0;3100.0;2385.0;2585.0;2251.0;
Республика Коми;870;4750.0;4646.0;3866.0;3573.0;3889.0;3357.0;
Архангельская область;110;6903.0;7158.0;6495.0;4916.0;5452.0;5163.0;
Ненецкий автономный округ (Архангельская область);111;323.0;323.0;327.0;262.0;216.0;237.0;
Архангельская область (кроме Ненецкого автономного округа);110;6580.0;6835.0;6168.0;4654.0;5236.0;4926.0;
Вологодская область;190;6613.0;6215.0;5300.0;4470.0;4253.0;3808.0;
Калининградская область;270;3762.0;4055.0;4548.0;3927.0;4270.0;3945.0;
Ленинградская область;410;13078.0;14124.0;13152.0;9973.0;10303.0;10512.0;
Мурманская область;470;2056.0;2088.0;2041.0;1776.0;1497.0;1611.0;
Новгородская область;490;3842.0;3956.0;3683.0;3579.0;3437.0;3008.0;
Псковская область;580;4427.0;4846.0;4653.0;3982.0;4154.0;3540.0;
Южный федеральный округ (с 29.07.2016);40;72076.0;73771.0;69486.0;62290.0;65493.0;61366.0;
Республика Адыгея (Адыгея);790;3294.0;3120.0;2801.0;2569.0;3141.0;2872.0;
Республика Калмыкия;850;3824.0;3980.0;3810.0;2915.0;3097.0;3288.0;
Республика Крым;350;7263.0;7796.0;7819.0;9196.0;8776.0;8339.0;
Краснодарский край;300;26605.0;26351.0;24248.0;20885.0;22747.0;20209.0;
Астраханская область;120;3887.0;3856.0;3619.0;3177.0;3407.0;3090.0;
Волгоградская область;180;9683.0;10499.0;9391.0;7761.0;8243.0;7604.0;
Ростовская область;600;17312.0;18002.0;17670.0;15618.0;15879.0;15803.0;
Город федерального значения Севастополь;670;208.0;167.0;128.0;169.0;203.0;161.0;
Северо-Кавказский федеральный округ;38;44730.0;46981.0;44049.0;35274.0;35868.0;34969.0;
Республика Дагестан;820;15799.0;16055.0;14595.0;11674.0;11453.0;10872.0;
Республика Ингушетия;260;1140.0;1305.0;1090.0;880.0;844.0;944.0;
Кабардино-Балкарская Республика;830;2252.0;2239.0;1994.0;1569.0;1503.0;1616.0;
Карачаево-Черкесская Республика;910;2801.0;3101.0;3099.0;2695.0;2972.0;2730.0;
Республика Северная Осетия-Алания;900;2552.0;2693.0;2064.0;1567.0;1429.0;1432.0;
Чеченская Республика;960;5374.0;5556.0;4850.0;3719.0;4101.0;4952.0;
Ставропольский край;700;14812.0;16032.0;16357.0;13170.0;13566.0;12423.0;
Приволжский федеральный округ;33;144151.0;149053.0;142274.0;120864.0;131749.0;119812.0;
Республика Башкортостан;800;30826.0;31956.0;31474.0;26494.0;31208.0;28593.0;
Республика Марий Эл;880;3294.0;3357.0;3869.0;3459.0;3432.0;3102.0;
Республика Мордовия;890;4381.0;4780.0;4462.0;3362.0;3691.0;3457.0;
Республика Татарстан (Татарстан);920;12640.0;12589.0;11871.0;10892.0;12056.0;10554.0;
Удмуртская Республика;940;10018.0;9966.0;8452.0;7483.0;8104.0;7689.0;
Чувашская Республика - Чувашия;970;9059.0;10035.0;8281.0;6825.0;7481.0;6442.0;
Пермский край;570;13743.0;14642.0;12481.0;10754.0;12287.0;10983.0;
Кировская область;330;8373.0;8493.0;7959.0;6943.0;7002.0;6573.0;
Нижегородская область;220;9701.0;10278.0;10440.0;9515.0;9406.0;8167.0;
Оренбургская область;530;13091.0;13151.0;13900.0;11316.0;12124.0;11007.0;
Пензенская область;560;6308.0;6349.0;6325.0;4609.0;4360.0;4181.0;
Самарская область;360;8046.0;8279.0;9042.0;7291.0;8269.0;7571.0;
Саратовская область;630;10178.0;10408.0;9753.0;8283.0;8348.0;8199.0;
Ульяновская область;730;4493.0;4770.0;3965.0;3638.0;3981.0;3294.0;
Уральский федеральный округ;34;43884.0;45590.0;41435.0;37501.0;38528.0;36634.0;
Курганская область;370;6823.0;7647.0;6921.0;6580.0;6548.0;6210.0;
Свердловская область;650;12003.0;12227.0;9477.0;8739.0;9062.0;8433.0;
Тюменская область;710;13233.0;14043.0;13517.0;11708.0;11892.0;11271.0;
Ханты-Мансийский автономный округ - Югра (Тюменская область);711;3499.0;3830.0;3378.0;2975.0;;;
Ямало-Ненецкий автономный округ (Тюменская область);711;2123.0;2017.0;1929.0;1498.0;1745.0;1490.0;
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа);710;7611.0;8196.0;8210.0;7235.0;7052.0;6899.0;
Челябинская область;750;11825.0;11673.0;11520.0;10474.0;11026.0;10720.0;
Сибирский федеральный округ;35;95609.0;;;;;;
Сибирский федеральный округ (с 03.11.2018);41;;85270.0;79236.0;68365.0;74594.0;70274.0;
Республика Алтай;840;3966.0;4017.0;3864.0;3153.0;3624.0;3495.0;
Республика Тыва;930;2307.0;2240.0;1966.0;1496.0;2056.0;2296.0;
Республика Хакасия;950;3732.0;3614.0;3285.0;3048.0;3497.0;3109.0;
Алтайский край;100;17403.0;18975.0;18271.0;15291.0;16246.0;14994.0;
Красноярский край;400;15816.0;16399.0;15311.0;14013.0;16259.0;15631.0;
Иркутская область;250;7712.0;8236.0;6898.0;6216.0;6242.0;6316.0;
Кемеровская область - Кузбасс;320;7463.0;7224.0;6257.0;5390.0;5289.0;5159.0;
Новосибирская область;500;7435.0;8453.0;8796.0;7937.0;8522.0;7675.0;
Омская область;520;10178.0;10521.0;9763.0;8199.0;8881.0;8239.0;
Томская область;690;5475.0;5591.0;4825.0;3622.0;3978.0;3360.0;
Дальневосточный федеральный округ;36;32328.0;;;;;;
Дальневосточный федеральный округ (с 03.11.2018);42;;47774.0;45629.0;38363.0;43902.0;41700.0;
Республика Бурятия;810;8501.0;8832.0;9087.0;7727.0;8881.0;8115.0;
Забайкальский край;760;5621.0;5864.0;5691.0;4523.0;5031.0;4527.0;
Республика Саха (Якутия);980;6623.0;7119.0;5952.0;5077.0;7134.0;6646.0;
Камчатский край;300;1297.0;1348.0;1357.0;1302.0;1297.0;1368.0;
Приморский край;500;9947.0;9854.0;9727.0;8061.0;9097.0;8428.0;
Хабаровский край;800;5634.0;5960.0;5653.0;4421.0;5327.0;5217.0;
Амурская область;100;5012.0;5235.0;4875.0;4305.0;4148.0;4410.0;
Магаданская область;440;316.0;298.0;277.0;204.0;192.0;180.0;
Сахалинская область;640;2325.0;2148.0;1815.0;1801.0;1670.0;1598.0;
Еврейская автономная область;990;825.0;738.0;740.0;567.0;717.0;826.0;
Чукотский автономный округ;770;349.0;378.0;455.0;375.0;408.0;385.0;
Российская Федерация;643;;;;;;;469543.0
Центральный федеральный округ;30;;;;;;;82465.0
Белгородская область;140;;;;;;;6920.0
Брянская область;150;;;;;;;4466.0
Владимирская область;170;;;;;;;3366.0
Воронежская область;200;;;;;;;7546.0
Ивановская область;240;;;;;;;2493.0
Калужская область;290;;;;;;;4082.0
Костромская область;340;;;;;;;2767.0
Курская область;380;;;;;;;4358.0
Липецкая область;420;;;;;;;4866.0
Московская область;460;;;;;;;15667.0
Орловская область;540;;;;;;;2240.0
Рязанская область;610;;;;;;;4435.0
Смоленская область;660;;;;;;;3543.0
Тамбовская область;680;;;;;;;3664.0
Тверская область;280;;;;;;;3901.0
Тульская область;700;;;;;;;4669.0
Ярославская область;780;;;;;;;3482.0
Северо-Западный федеральный округ;31;;;;;;;35371.0
Республика Карелия;860;;;;;;;2086.0
Республика Коми;870;;;;;;;3283.0
Архангельская область;110;;;;;;;5265.0
Ненецкий автономный округ (Архангельская область);111;;;;;;;203.0
Архангельская область (кроме Ненецкого автономного округа);110;;;;;;;5062.0
Вологодская область;190;;;;;;;3384.0
Калининградская область;270;;;;;;;3866.0
Ленинградская область;410;;;;;;;9891.0
Мурманская область;470;;;;;;;1562.0
Новгородская область;490;;;;;;;2658.0
Псковская область;580;;;;;;;3376.0
Южный федеральный округ (с 29.07.2016);40;;;;;;;60938.0
Республика Адыгея (Адыгея);790;;;;;;;3013.0
Республика Калмыкия;850;;;;;;;2960.0
Республика Крым;350;;;;;;;7303.0
Краснодарский край;300;;;;;;;20735.0
Астраханская область;120;;;;;;;3204.0
Волгоградская область;180;;;;;;;7092.0
Ростовская область;600;;;;;;;16527.0
Город федерального значения Севастополь;670;;;;;;;104.0
Северо-Кавказский федеральный округ;38;;;;;;;34294.0
Республика Дагестан;820;;;;;;;10326.0
Республика Ингушетия;260;;;;;;;898.0
Кабардино-Балкарская Республика;830;;;;;;;1512.0
Карачаево-Черкесская Республика;910;;;;;;;2734.0
Республика Северная Осетия-Алания;900;;;;;;;1522.0
Чеченская Республика;960;;;;;;;4365.0
Ставропольский край;700;;;;;;;12937.0
Приволжский федеральный округ;33;;;;;;;114422.0
Республика Башкортостан;800;;;;;;;29037.0
Республика Марий Эл;880;;;;;;;2881.0
Республика Мордовия;890;;;;;;;3223.0
Республика Татарстан (Татарстан);920;;;;;;;10168.0
Удмуртская Республика;940;;;;;;;7301.0
Чувашская Республика - Чувашия;970;;;;;;;5971.0
Пермский край;570;;;;;;;10657.0
Кировская область;330;;;;;;;6328.0
Нижегородская область;220;;;;;;;7360.0
Оренбургская область;530;;;;;;;10030.0
Пензенская область;560;;;;;;;4098.0
Самарская область;360;;;;;;;6943.0
Саратовская область;630;;;;;;;7458.0
Ульяновская область;730;;;;;;;2967.0
Уральский федеральный округ;34;;;;;;;33815.0
Курганская область;370;;;;;;;5651.0
Свердловская область;650;;;;;;;7735.0
Тюменская область;710;;;;;;;10382.0
Ямало-Ненецкий автономный округ (Тюменская область);711;;;;;;;1307.0
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа);710;;;;;;;6533.0
Челябинская область;750;;;;;;;10047.0
Сибирский федеральный округ (с 03.11.2018);41;;;;;;;68859.0
Республика Алтай;840;;;;;;;3340.0
Республика Тыва;930;;;;;;;2236.0
Республика Хакасия;950;;;;;;;3191.0
Алтайский край;100;;;;;;;14413.0
Красноярский край;400;;;;;;;15248.0
Иркутская область;250;;;;;;;6455.0
Кемеровская область - Кузбасс;320;;;;;;;5115.0
Новосибирская область;500;;;;;;;8131.0
Омская область;520;;;;;;;7759.0
Томская область;690;;;;;;;2971.0
Дальневосточный федеральный округ (с 03.11.2018);42;;;;;;;39379.0
Республика Бурятия;810;;;;;;;8162.0
Забайкальский край;760;;;;;;;4368.0
Республика Саха (Якутия);980;;;;;;;6444.0
Камчатский край;300;;;;;;;1265.0
Приморский край;500;;;;;;;8127.0
Хабаровский край;800;;;;;;;4812.0
Амурская область;100;;;;;;;3319.0
Магаданская область;440;;;;;;;154.0
Сахалинская область;640;;;;;;;1609.0
Еврейская автономная область;990;;;;;;;692.0
Чукотский автономный округ;770;;;;;;;427.0
Российская Федерация;643;1951935.0;2020475.0;1892665.0;1637413.0;1677393.0;1606008.0;1563567.0
Центральный федеральный округ;30;469289.0;503578.0;475767.0;412398.0;399484.0;395178.0;406281.0
Белгородская область;140;19866.0;21737.0;20369.0;16251.0;15798.0;15326.0;17699.0
Брянская область;150;18309.0;18456.0;16581.0;13791.0;13681.0;13255.0;12311.0
Владимирская область;170;17432.0;17884.0;15910.0;12590.0;13388.0;13072.0;12052.0
Воронежская область;200;30084.0;30730.0;29948.0;24505.0;23241.0;22432.0;19859.0
Ивановская область;240;14680.0;14990.0;14266.0;11763.0;11715.0;10843.0;9946.0
Калужская область;290;14446.0;14889.0;12259.0;10782.0;14295.0;14400.0;13231.0
Костромская область;340;11185.0;11497.0;10755.0;9224.0;8306.0;7257.0;6835.0
Курская область;380;15708.0;17427.0;15761.0;12528.0;12812.0;12809.0;11267.0
Липецкая область;420;15870.0;16676.0;16030.0;12596.0;13131.0;12044.0;10189.0
Московская область;460;109779.0;118216.0;113218.0;108995.0;101215.0;98854.0;102064.0
Орловская область;540;10069.0;10600.0;9065.0;6686.0;6285.0;6056.0;5486.0
Рязанская область;610;15811.0;16718.0;15989.0;13829.0;13235.0;13137.0;12341.0
Смоленская область;660;14521.0;14610.0;13385.0;11194.0;11640.0;11687.0;10696.0
Тамбовская область;680;14901.0;15432.0;13999.0;10731.0;10252.0;9455.0;8274.0
Тверская область;280;18519.0;18569.0;17976.0;14837.0;15272.0;14693.0;13339.0
Тульская область;700;19249.0;19708.0;18085.0;14546.0;15025.0;14826.0;12878.0
Ярославская область;780;16412.0;16799.0;15666.0;13605.0;13005.0;12888.0;12372.0
Город Москва столица Российской Федерации город федерального значения;450;92448.0;108640.0;106505.0;93945.0;87188.0;92144.0;115442.0
Северо-Западный федеральный округ;31;244077.0;249270.0;234392.0;203703.0;208620.0;195967.0;186017.0
Республика Карелия;860;11064.0;10933.0;9852.0;7911.0;8527.0;7399.0;6817.0
Республика Коми;870;19459.0;18984.0;16521.0;13917.0;14438.0;13122.0;12373.0
Архангельская область;110;22486.0;22869.0;20733.0;16487.0;17562.0;16944.0;17053.0
